年分,標號,月標號,月份,2015,2014,企業完整名稱,統一編號,產業類別,所有權,股票代碼,所屬國家,地區,地址,聯絡信箱,聯絡電話,CSR網址,CSR報告網址,CSR社群媒體,報告書名稱,報告書類別,負責單位,出版次數,頁數,資訊揭露期間,上一次報告的出版年份?yyyy?,"報告週期?1, 2, 3, 4, 5?",報告框架,GRI行業補充指南,驗證單位,依循選項,保證標準,保證等級,"是否有指標對照表?0, 1, NA?",國家數量?#?,據點數量?#?, 男性總人數?#? , 女性總人數?#? ,工會,基金會,基金會_1,強制,編製狀態,食品相關產業
2016,50,51,9,1,0,聯邦商業銀行股份有限公司,86380802,金融業,上市,2838,台灣,台北,台北市松山區民生東路三段109 號,web@ubot.com.tw,02-2718-0001,https://www.ubot.com.tw/ourresponsibility,https://www.ubot.com.tw/UBOT_uploadFolder/14672853176382016UBCSR%20.pdf,https://www.facebook.com/unionbankoftaiwan,企業社會責任報告書,企業社會責任報告,企業社會責任委員會,2,62,2015.01~2015.12,2014,1,GRI G4,無使用補充指南,無驗證單位,Core(核心）,無保證標準,無保證等級,1,3,90,"1,404","2,333",0,1,0,金融,強制,0
2016,51,52,9,1,0,三晃股份有限公司,55738290,化學工業,上市,1721,台灣,台中,台中市大里區仁美路139號,phosdopo@gmail.com,(04)2495-2389,http://www.sunko.com.tw/sunko_web/sunkonew/csr.php?m=5,http://www.sunko.com.tw/sunko_web/sunkonew/csr_report.php?m=5&mlist=9,0,企業社會責任報告書,企業社會責任報告,未註明負責單位,2,38,2015.01~2015.12,2015,1,GRI G4,無使用補充指南,無驗證單位,Core(核心）,無保證標準,無保證等級,1,1,4,166,37,0,0,0,傳產,強制,0
2016,52,53,9,1,0,彰化商業銀行股份有限公司,51811609,金融業,上市,2801,台灣,台北,臺北市中山北路二段 57 號/臺中市自由路二段三八號,chbsd@chb.com.tw,02-2536-2951,https://www.bankchb.com/frontend/CHAC1-3-1-1.html#,https://www.bankchb.com/chb_web_admin/leap_do/gallery/1466404710254_4ab5b.pdf,0,2015年企業社會責任報告書,企業社會責任報告,其他單位,2,84,2015.01~2015.12,2014,1,GRI G4,金融財務,BSI,Core(核心）,AA1000,AA 1000第1類型 中度保證等級,1,6,195,"2,444","4,042",1,0,0,金融,強制,0
2016,53,1,10,1,1,中鴻鋼鐵股份有限公司,7838854,鋼鐵工業,上市,2014,台灣,高雄,高雄市橋頭區芋寮路 317號,chs@chsteel.com.tw,(07)611-7171#3136~3139 ,http://www.chsteel.com.tw/,N/A,0,2015企業社會責任報告書,企業社會責任報告,企業社會責任委員會,5,90,2015.01~2015.12,2014,1,GRI G4,採礦與金屬,無驗證單位,Core(核心）,無保證標準,無保證等級,1,1,4,881,81,0,0,0,傳產,自願,0
2016,54,2,10,1,1,富邦金融控股股份有限公司,3374805,金融業,上市,2881,台灣,台北,台北市敦化南路一段108號,csr.fhc@fubon.com,02-8771-6888,https://www.fubon.com/financialholdings/citizenship/downloadlist/documents/2015_csr_report(chinese).pdf,https://www.fubon.com/financialholdings/citizenship/downloadlist/downloadlist.html,0,富邦金控2015年企業社會責任報告書,企業社會責任報告,品牌/公共關係,6,81,2015.01~2015.12,2015,1,GRI G4,金融財務,BSI,Core(核心）,AA1000,AA 1000第1類型 中度保證等級,1,7,23,"3,303","4,056",1,1,"富邦慈善基金會
富邦文教基金會
富邦藝術基金會
台北富邦銀行公益慈善基金會",金融,自願,0
2016,55,3,10,1,1,中國鋼鐵結構股份有限公司,85800192,鋼鐵工業,上市,2013,台灣,高雄,高雄市燕巢區中興路500號,20024@cssc.com.tw,07-6168688#2522,http://csr.cssc.com.tw/cssc_csr/,http://csr.cssc.com.tw/cssc_csr/download.php,0,2015企業社會責任報告書,企業社會責任報告,其他單位,5,127,2015.01~2015.12,2015,1,GRI G4,採礦與金屬,無驗證單位,無應用等級,無保證標準,無保證等級,1,3,5,457,73,1,0,0,0,自願,0
2016,56,4,10,1,1,兆豐金融控股股份有限公司,70796754,金融業,上市,2886,台灣,台北,台北市忠孝東路二段123號14至17樓、20至21樓,pr@megaholdings.com.tw,02-2357-8888 #809,http://www.megaholdings.com.tw/contents_1024/responsibility/default.asp,http://www.megaholdings.com.tw/contents_1024/responsibility/default.asp,0,2015企業社會責任報告書,企業社會責任報告,未註明負責單位,3,82,2015.01~2015.12,2015,1,GRI G4,金融財務,BSI,Core(核心）,AA1000,AA 1000第1類型 中度保證等級,1,20,147,"3,516","4,592",1,1,兆豐慈善基金會,金融,自願,0
2016,57,5,10,1,1,創意電子股份有限公司,16299879,半導體,上市,3443,台灣,新竹,新竹科學園區力行六路10號,irinfo@guc-asic.com,03-5646600,http://www.guc-asic.com/11-0.php,http://www.guc-asic.com/11-0.php?M1=C006,0,創意電子企業社會責任報告書,企業社會責任報告,企業社會責任委員會,5,71,2015.01~2015.12,2015,1,GRI G4,無使用補充指南,BSI,Core(核心）,AA1000,AA 1000第1類型 中度保證等級,1,6,N/A,326,126,1,0,0,0,自願,0
2016,58,6,10,1,0,華夏海灣塑膠股份有限公司,11686106,塑膠工業,上市,1305,台灣,台北,台北市內湖區基湖路37 號12 樓,csr-cgpc@cgpc.com.tw,02-8751-6888 #3726,http://www.cgpc.com.tw/zh-tw/dirCSR/frmCSR.aspx,http://www.cgpc.com.tw/zh-tw/dirCSR/frmCSR0K.aspx,0,華夏海灣塑膠股份有限公司企業社會責任報告書,企業社會責任報告,企業社會責任委員會,2,114,2015.01~2015.12,2015,1,GRI G4,無使用補充指南,無驗證單位,Core(核心）,無保證標準,無保證等級,1,1,3,811,94,1,0,0,0,自願,0
2016,59,7,10,1,0,長興材料工業股份有限公司,75339004,化學工業,上市,1717,台灣,高雄,高雄三民區建工路578號,N/A,07-383-8181,http://www.eternal-group.com/WebData/CsrDemo,http://www.eternal-group.com/WebData/CsrDemo,0,2015年企業社會責任報告書,企業社會責任報告,行政管理/公共事務,3,63,2015.01~2015.12,2015,1,GRI G4,無使用補充指南,無驗證單位,無應用等級,無保證標準,無保證等級,1,5,27,"1,615",440,1,0,0,傳產,自願,0
2016,60,8,10,1,1,仁寶電腦工業股份有限公司,21222725,電腦及週邊,上市,2324,台灣,台北,台北市內湖區瑞光路581號,Compal_CSR@compal.com,02-8797-8588 #11034,http://www.compal.com/CSR/,http://www.compal.com/CompalContent.aspx?MenuID=csr&MenuItemNo=33,0,仁寶電腦2015企業社會責任報告書,企業社會責任報告,企業社會責任單位,7,87,2015.01~2015.12,2015,1,GRI G4,無使用補充指南,SGS,Core(核心）,AA1000,AA 1000第2類型 中度保證等級,1,5,13,"46,146","19,496",0,1,許潮英社會慈善基金會,科技,自願,0
2016,61,9,10,1,0,中華汽車工業股份有限公司,43680739,汽車工業,上市,2204,台灣,台北,台北市敦化南路二段二號十一樓,"anny.fu@china-motor.com
jj.yao@china-motor.com",03-478-3191 #2316/2363,http://www.china-motor.com.tw/02_social_02_1.html,http://www.china-motor.com.tw/02_social_02_1.html,0,中華汽車工業股份有限公司企業社會責任報告書,企業社會責任報告,企業社會責任委員會,3,99,2015.01~2015.12,2015,1,GRI G4,無使用補充指南,無驗證單位,Core(核心）,無保證標準,無保證等級,1,1,265,"1,733",213,1,1,中華汽車原住民文教基金會,傳產,自願,0
2016,62,10,10,1,0,台灣聚合化學品股份有限公司,11917107,塑膠工業,上市,1304,台灣,台北,台北市內湖區基湖路37號12樓,csr-usi@tpe.usife.com.tw,2?751-6888#3283/6779,http://www.usife.com.tw/zh-tw/dirCSR/frmCSR.aspx,http://www.usife.com.tw/zh-tw/dirCSR/frmCSR5.aspx,0,2015台灣聚合化學品股份有限公司社會責任報告書,企業社會責任報告,企業社會責任委員會,3,120,2015.01~2015.12,2015,1,GRI G4,無使用補充指南,BSI,Core(核心）,AA1000,AA 1000第1類型 中度保證等級,1,2,7,397,44,1,1,台聚教育基金會,傳產,自願,0
2016,63,11,10,1,1,頤德國際股份有限公司,84305863,其他,未上市櫃,N/A,台灣,台北,台北市大安區信義路三段178 號5 樓,service@csrone.com,02-2704-3024 #131,http://www.veda.com.tw/csr.php,http://www.veda.com.tw/csr_report.php,https://www.facebook.com/CSRoneReporting/,2016頤德國際企業永續報告,企業永續報告/永續發展報告,企業社會責任單位,5,122,2015.01~2015.12,2015,1,GRI G4+IR,媒體,BSI,Comprehensive（全面）,GRI G4 Check（檢核）,無保證等級,1,4,1,17,34,0,0,0,0,自願,0
2016,64,12,10,1,1,中鼎工程股份有限公司,20817282,其他,上市,9933,台灣,台北,台北市中山北路六段89號,karencheng@ctci.com.tw,02-833-9999,http://www.ctci.com.tw/www/ctci2016/csr/page.aspx?L=CH&C=0000,http://www.ctci.com.tw/www/ctci2016/csr/page.aspx?L=CH&C=0000,1,企業社會責任報告書,企業社會責任報告,品牌/公共關係,8,171,2015.01~2015.12,2014,1,GRI G4,無使用補充指南,BSI,Core(核心）,AA1000,AA 1000第2類型 高度保證等級,1,5,13,"2,593",786,0,1,中鼎教育基金會,0,自願,0
2016,65,13,10,1,1,聯華電子股份有限公司,47217677,半導體,上市,2303,台灣,新竹,新竹科學工業園區新竹市力行二路三號,N/A,N/A,http://www.umc.com/chinese/CSR/index.asp,http://www.umc.com/chinese/CSR/b.asp,0,企業社會責任報告書,企業社會責任報告,環境安全衛生/ 能源環境,4,121,2015.01~2015.12,2015,1,GRI G4,無使用補充指南,SGS,Comprehensive（全面）,AA1000,AA 1000第2類型 高度保證等級,1,7,15,"9,357","7,862",1,1,"聯
華電子科技文教基金會",科技,自願,0
2016,66,14,10,0,0,泰藝電子股份有限公司,70540563,電子零組件,上櫃,8289,台灣,新北,新北市樹林區樹潭街5號, beatriceho@taitien.com.tw ,02-26861287 轉 709 ,http://www.taitien.com/tw/%E4%BC%81%E6%A5%AD%E7%A4%BE%E6%9C%83%E8%B2%AC%E4%BB%BB%E5%A0%B1%E5%91%8A%E6%9B%B8/,http://www.taitien.com/tw/%E4%BC%81%E6%A5%AD%E7%A4%BE%E6%9C%83%E8%B2%AC%E4%BB%BB%E5%A0%B1%E5%91%8A%E6%9B%B8/,0,泰藝電子股份有限公司,企業社會責任報告,永續發展委員會,3,93,2015.01~2015.12,2013,2,GRI G3.1,無使用補充指南,無驗證單位,B,無保證標準,無保證等級,1,3,7,69,146,0,0,0,0,自願,0
2016,67,15,10,1,0,合晶科技股份有限公司,16138282,半導體,上櫃,6182,台灣,桃園,桃園市龍潭區龍潭科學園區龍園一路100號,A00@waferworks.com,886-3-4815001 ,http://www.waferworks.com/csr.php,http://www.waferworks.com/csr.php?c=156,0,企業社會責任報告書,企業社會責任報告,企業社會責任委員會,2,76,2015.01~2015.12,2014,1,GRI G4,無使用補充指南,SGS,Core(核心）,AA1000,AA 1000第1類型 中度保證等級,1,7,11,546,262,0,0,0,0,自願,0
2016,68,16,10,1,1,全漢企業股份有限公司,84239055,電子零組件,上市,3015,台灣,桃園,桃園市桃園區建國東路22號,eshadmin@fsp-group.com.tw,03-375-9888,http://www.fsp-group.com.tw/index.php?do=about&id=9,http://www.fsp-group.com.tw/index.php?do=about&id=9,0,全漢企業企業社會責任報告書,企業社會責任報告,環境安全衛生/ 能源環境,3,90,2015.01~2015.12,2015,1,GRI G4,無使用補充指南,無驗證單位,無應用等級,無保證標準,無保證等級,1,15,26,"2,409","4,789",1,0,0,0,自願,0
2016,69,17,10,1,1,中華航空股份有限公司,11145904,航運業,上市,2610,台灣,桃園,桃園市大園區航站南路一號,environment@china-airlines.com,886-3-399-3222,http://www.china-airlines.com/ch/csr/download/2015-CSR.pdf,http://www.china-airlines.com/ch/csr/report.html,0,中華航空企業社會責任報告書,企業社會責任報告,環境安全衛生/ 能源環境,4,172,2015.01~2015.12,2015,1,GRI G4,無使用補充指南,SGS,Core(核心）,AA1000,AA 1000第2類型 高度保證等級,1,1,134,"6,384","5,968",1,1,財團法人中華航空事業發展基金會,服務,自願,0
2016,70,18,10,1,0,味王股份有限公司,7067309,食品工業,上市,1203,台灣,台北,台北市中山北路二段79號5樓,niel@vewong.com.tw,(02)2571-7271 # 825,https://drive.google.com/file/d/0B1NharPM5AEydVVHejNFSnppUWc/view?usp=sharing,http://www.vewong.com/ec99/ushop20069/profile_12.asp,0,味王股份有限公司104年度企業社會責任報告書,企業社會責任報告,企業社會責任委員會,2,58,2015.01~2015.12,2015,1,GRI G4,食品加工,Deloitte,Core(核心）,ISAE 3000,有限確信 Limited,1,1,24,352,307,1,0,0,食品,強制,1
2016,71,19,10,1,1,華碩電腦股份有限公司,23638777,電腦及週邊,上市,2357,台灣,台北,台北市北投區立德路15號,GreenASUS@asus.com,N/A,http://csr.asus.com/english/file/ASUS_CSR_2015_CHN.pdf,http://csr.asus.com/chinese/article.aspx?id=120,0,2015華碩電腦企業社會責任報告書,企業社會責任報告,永續發展單位,11,100,2015.01~2015.12,2015,1,GRI G4,無使用補充指南,SGS,Core(核心）,AA1000,AA 1000第2類型 高度保證等級,1,5,近100,"4,843","2,507",0,1,華碩文教基金會,0,自願,0
2016,72,20,10,1,1,技嘉科技股份有限公司,22044755,電腦及週邊,上市,2376,台灣,新北,新北市,CSR@gigabyte.com,02-8912-4000,http://csr.gigabyte.tw/,http://csr.gigabyte.tw/Home/DetailReport/134?type=v&menuid=187,0,2015技嘉科技企業社會責任報告書,企業社會責任報告,永續發展單位,6,83,2015.01~2015.12,2015,1,GRI G4,無使用補充指南,無驗證單位,無應用等級,無保證標準,無保證等級,1,34,100多個,"3,666","4,562",0,1,技嘉教育基金會,0,自願,0
2016,73,21,10,1,0,統一超商股份有限公司,22555003,貿易百貨,上市,2912,台灣,台北,台北市東興路65號2樓,N/A,02-2747-8711,http://www.7-11.com.tw/company/csr.asp,http://www.7-11.com.tw/company/csrreport.asp,https://www.facebook.com/711love,統一超商2015企業社會責任報告書,企業社會責任報告,行政管理/公共事務,7,106,2015.01~2015.12,2015,1,GRI G4,無使用補充指南,PricewaterhouseCoopers,Core(核心）,ISAE 3000,有限確信 Limited,1,1,5028,"3,875","4,509",0,1,統一超商好鄰居文教基金會,食品,自願,1
2016,74,22,10,1,1,神達投資控股股份有限公司,53677966,電腦及週邊,上市,3706,台灣,台北,台北市南港區南港路一段209號B棟8樓, stock@mic.com.tw,(02)6636-5566,http://www.mic-holdings.com.tw/Report.html,http://www.mic-holdings.com.tw/Report.html,0,神達企業社會責任報告書,企業社會責任報告,行政管理/公共事務,6,99,2015.01~2015.12,2014,1,GRI G4,無使用補充指南,無驗證單位,Core(核心）,無保證標準,無保證等級,1,10,16,,,1,1,育秀教育基金會,0,自願,0
2016,75,23,10,1,0,上銀科技股份有限公司,23503047,電機機械,上市,2049,台灣,台中,台中市南屯區文山里精科路7號,csr@hiwin.tw,04-2359-4510 #1131,http://csr.hiwin.tw/,http://csr.hiwin.tw/Download.aspx,0,上銀科技股份有限公司企業社會責任報告書,企業社會責任報告,企業社會責任委員會,3,82,2015.01~2015.12,2015,1,GRI G4,無使用補充指南,BSI,Core(核心）,AA1000,AA 1000第1類型 中度保證等級,1,13,50,,,1,1,上銀科技教育基金會,0,自願,0
2016,76,24,10,1,1,欣興電子股份有限公司,23535435,電子零組件,上市,3037,台灣,桃園,桃園市龜山工業區興邦路38號,CSR@unimicron.com,03-3500386 #11372,http://www.unimicron.com/responsiblity2014/responsiblity.htm,http://www.unimicron.com/responsiblity2014/responsiblity_09.htm,0,欣興電子股份有限公司2015企業社會責任報告書,企業社會責任報告,企業社會責任委員會,5,117,2015.01~2015.12,2015,1,GRI G4,無使用補充指南,SGS,Core(核心）,AA1000,AA 1000第2類型 中度保證等級,1,4,14,"7,119","5,003",0,0,0,科技,自願,0
2016,77,25,10,1,1,統一實業股份有限公司,73252657,其他,上市,9907,台灣,台南,台南市永康區蔦松里中正北路837號,csr@tonyi.com.tw,(06)253-1131,http://www.tonyi.com.tw/corporate.php?myClass=112,http://www.tonyi.com.tw/corporate.php?myClass=112,0,2015企業社會責任報告書,企業社會責任報告,未註明負責單位,3,104,2015.01~2015.12,2014,1,GRI G4,無使用補充指南,PricewaterhouseCoopers,Core(核心）,ISAE 3000,有限確信 Limited,1,3,16,"1,064",118,1,0,0,傳產,自願,0
2016,78,26,10,1,1,中國信託金融控股股份有限公司,80333992,金融業,上市,2891,台灣,台北,臺北市南港區經貿二路168號27樓、29樓,N/A,N/A,http://www.ctbcholding.com/care_index.html,http://www.ctbcholding.com/care_index.html,0,2015企業社會責任報告書,企業社會責任報告,未註明負責單位,9,104,2015.01~2015.12,2015,1,GRI G4+IR,金融財務,BSI,Core(核心）,AA1000,AA 1000第1類型 中度保證等級,1,14,255,"4,749","7,994",0,1,中國信託反毒教育基金會、中國信託慈善基金會,金融,自願,0
2016,79,27,10,1,0,凌巨科技股份有限公司,16432742,光電業,上市,8105,台灣,苗栗,苗栗縣頭份市蘆竹里4鄰工業路15號,N/A,886-37-611611,http://www.giantplus.com.tw/csr/csr_Chairman,http://www.giantplus.com.tw/csr/giantplus-csr-download,0,企業社會責任報高書,企業社會責任報告,企業社會責任單位,3,73,2015.01~2015.12,2015,1,GRI G4,無使用補充指南,無驗證單位,無應用等級,無保證標準,無保證等級,1,N/A,N/A,"2,664","1,913",0,0,0,0,自願,0
2016,80,28,10,0,0,圓展科技股份有限公司,28428722,光電業,上市,3669,台灣,新北,新北市土城區大安路157號8樓,laura.chen@aver.com,02-22698535,http://tw.aver.com/page/corporate-social-responsibility,http://tw.aver.com/page/corporate-social-responsibility,0,2014~2015圓展科技社會責任報告書,社會責任報告,品牌/公共關係,3,61,2014.01~2015.12,2014,2,GRI G4,無使用補充指南,無驗證單位,Core(核心）,無保證標準,無保證等級,1,12,70,261,221,0,0,0,0,自願,0
2016,81,29,10,1,0,華邦電子股份有限公司,22099218,半導體,上市,2344,台灣,台中,台中市大雅區科雅一路 8 號,CSR@winbond.com,04-2521-8168,http://www.winbond.com.tw/export/sites/winbond/about-winbond/csr/csr-report/report/2015CSRReportTC.pdf,http://www.winbond.com.tw/hq/about-winbond/csr/csr-report/?__locale=zh_TW,0,華邦電子2015企業社會責任報告書,企業社會責任報告,企業社會責任委員會,2,76,2015.01~2015.12,2015,1,GRI G4,無使用補充指南,BSI,Core(核心）,AA1000,AA 1000第1類型 中度保證等級,1,6,6,"1,519",804,0,0,0,科技,強制,0
2016,82,30,10,1,0,大聯大投資控股股份有限公司,27928328,電子通路業,上市,3702,台灣,台北,台北市內湖區堤頂大道二段489號8樓, ir@wpgholdings.com,2702-3999,http://www.wpgholdings.com/csr_area/index/zhtw,http://www.wpgholdings.com/csr_area/index/zhtw,0,大聯大控股2015企業社會責任報告書,企業社會責任報告,企業社會責任委員會,2,58,2015.01~2015.12,2014,1,GRI G4,無使用補充指南,無驗證單位,Core(核心）,無保證標準,無保證等級,1,6,70,"3,113","2,371",0,1,大聯大教育基金會,服務,強制,0
2016,83,31,10,0,0,瑞儀光電股份有限公司,22101208,光電業,上市,6176,台灣,高雄,高雄市高雄加工出口區中六路1號,886-7-821-6151#3187,csr@radiant.com.tw,http://www.radiant.com.tw/xhtml/zh/responsibility11-1.jsf,http://www.radiant.com.tw/xhtml/zh/responsibility06.jsf,0,2015瑞儀光電企業社會責任報告書,企業社會責任報告,環境安全衛生/ 能源環境,2,103,2015.01~2015.12,2014,1,GRI G4,無使用補充指南,BSI,Core(核心）,AA1000,AA 1000第1類型 中度保證等級,1,2,4,"15,925","8,958",1,0,0,0,自願,0
